year,PM_lower,PM_mean,PM_upper,ISO3,Country,reporting_region_name,,,REGION,Super_region_name,SUPER-REGION,O3_mean,O3_lower,O3_upper
2013,9.67,9.89,10.12,PRT,Portugal,"Europe, Western",,,10,High income,1,55.21925,51.68016,58.41517
1990,8.39,8.61,8.84,PRY,Paraguay,"Latin America, Tropical",,,14,Latin America and Caribbean ,5,44.23513,41.57861,46.74214
1995,8.24,8.46,8.69,PRY,Paraguay,"Latin America, Tropical",,,14,Latin America and Caribbean ,5,44.56483,41.80339,47.2167
2000,8.61,8.83,9.05,PRY,Paraguay,"Latin America, Tropical",,,14,Latin America and Caribbean ,5,45.82006,42.82314,48.48514
2005,10.28,10.5,10.73,PRY,Paraguay,"Latin America, Tropical",,,14,Latin America and Caribbean ,5,48.73131,45.65913,51.55633
2010,12.12,12.37,12.62,PRY,Paraguay,"Latin America, Tropical",,,14,Latin America and Caribbean ,5,52.65404,49.58162,55.80389
2013,13.84,14.12,14.4,PRY,Paraguay,"Latin America, Tropical",,,14,Latin America and Caribbean ,5,54.55612,51.35899,57.63892
1990,25.88,26.62,27.43,PSE,Palestine,North Africa / Middle East,,,15,North Africa / Middle East,2,71.97462,67.42641,76.33292
1995,25.72,26.45,27.25,PSE,Palestine,North Africa / Middle East,,,15,North Africa / Middle East,2,72.34093,68.22614,76.71525
2000,25.81,26.56,27.36,PSE,Palestine,North Africa / Middle East,,,15,North Africa / Middle East,2,72.6818,68.47682,77.1358
2005,25.8,26.54,27.34,PSE,Palestine,North Africa / Middle East,,,15,North Africa / Middle East,2,72.68865,68.35397,77.15251
2010,25.65,26.38,27.18,PSE,Palestine,North Africa / Middle East,,,15,North Africa / Middle East,2,72.33964,68.2445,76.52903
2013,25.61,26.34,27.13,PSE,Palestine,North Africa / Middle East,,,15,North Africa / Middle East,2,72.33286,68.10718,76.48418
1990,33.26,34.44,35.74,QAT,Qatar,North Africa / Middle East,,,15,North Africa / Middle East,2,95.09911,89.23248,100.861
1995,33.2,34.38,35.67,QAT,Qatar,North Africa / Middle East,,,15,North Africa / Middle East,2,101.8776,95.28327,108.2669
2000,33.32,34.51,35.82,QAT,Qatar,North Africa / Middle East,,,15,North Africa / Middle East,2,107.2619,100.6537,113.6229
2005,35.86,37.2,38.69,QAT,Qatar,North Africa / Middle East,,,15,North Africa / Middle East,2,111.1739,104.6712,118.3954
2010,38.6,40.14,41.85,QAT,Qatar,North Africa / Middle East,,,15,North Africa / Middle East,2,113.9054,107.0522,120.6531
2013,36.92,38.34,39.9,QAT,Qatar,North Africa / Middle East,,,15,North Africa / Middle East,2,116.6593,109.8046,123.4376
1990,30.15,31.14,32.23,ROU,Romania,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,62.59657,58.70464,66.53624
1995,24.09,24.74,25.45,ROU,Romania,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,61.43234,57.69673,64.95822
2000,20.11,20.57,21.07,ROU,Romania,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,60.5877,57.00588,64.22835
2005,19.24,19.67,20.12,ROU,Romania,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,60.16204,56.45618,63.77139
2010,17.67,18.05,18.42,ROU,Romania,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,59.56902,56.1492,63.14201
2013,16.46,16.81,17.14,ROU,Romania,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,59.35651,55.7407,62.97025
1990,19.17,19.65,20.16,RUS,Russia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.58629,45.64913,51.3986
1995,15.74,16.07,16.4,RUS,Russia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.27781,45.45641,51.11921
2000,13.75,14.03,14.31,RUS,Russia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.15747,45.23712,51.18087
2005,14.87,15.18,15.48,RUS,Russia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.22145,45.42471,50.90531
2010,14,14.29,14.57,RUS,Russia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.25148,45.32703,51.13385
2013,13.93,14.22,14.5,RUS,Russia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.28009,45.37328,51.2902
1990,16.95,17.31,17.66,RWA,Rwanda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,52.2543,48.8945,55.2361
1995,16.93,17.29,17.64,RWA,Rwanda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,52.10574,49.07394,55.07846
2000,16.88,17.24,17.59,RWA,Rwanda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,52.10559,49.12303,55.20868
2005,15.76,16.09,16.41,RWA,Rwanda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.99674,48.89945,54.8614
2010,15.46,15.78,16.09,RWA,Rwanda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.81842,48.78893,54.74546
2013,16.66,17.01,17.35,RWA,Rwanda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.78737,48.6978,54.65293
1990,47.34,49.68,52.33,SAU,Saudi Arabia,North Africa / Middle East,,,15,North Africa / Middle East,2,63.43196,59.7561,67.12697
1995,47.18,49.5,52.14,SAU,Saudi Arabia,North Africa / Middle East,,,15,North Africa / Middle East,2,65.22739,61.20126,69.5024
2000,47.16,49.47,52.11,SAU,Saudi Arabia,North Africa / Middle East,,,15,North Africa / Middle East,2,66.58077,62.60233,70.26612
2005,48.74,51.17,53.93,SAU,Saudi Arabia,North Africa / Middle East,,,15,North Africa / Middle East,2,67.5402,63.51674,71.62589
2010,51.22,53.84,56.83,SAU,Saudi Arabia,North Africa / Middle East,,,15,North Africa / Middle East,2,68.16196,64.05238,72.14144
2013,51.45,54.09,57.09,SAU,Saudi Arabia,North Africa / Middle East,,,15,North Africa / Middle East,2,68.80719,64.56286,73.21039
1990,23.77,24.42,25.13,SDN,Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,50.3723,47.49297,53.4489
1995,23.7,24.35,25.06,SDN,Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,50.67961,47.82497,53.57849
2000,23.68,24.33,25.03,SDN,Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,50.89419,47.84664,54.04864
2005,24.79,25.5,26.27,SDN,Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,50.96418,48.06668,53.97903
2010,24.45,25.13,25.87,SDN,Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.17084,47.94341,54.27774
2013,25.81,26.58,27.42,SDN,Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.27445,48.30192,54.42437
1990,39.3,40.9,42.68,SEN,Senegal,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.26939,41.61517,46.96012
1995,39.38,40.99,42.77,SEN,Senegal,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.43232,41.60192,47.1942
2000,39.43,41.03,42.82,SEN,Senegal,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.63821,41.92101,47.44354
2005,38.51,40.05,41.76,SEN,Senegal,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.60628,42.02229,47.19241
2010,37.4,38.86,40.48,SEN,Senegal,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.57923,41.79684,47.23516
2013,39.56,41.19,42.99,SEN,Senegal,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.6176,42.03121,47.18688
1990,47.6,49.78,52.24,SGP,Singapore,"Asia Pacific, High Income",,,1,High income,1,66.67635,62.66961,70.78777
1995,28.4,29.28,30.25,SGP,Singapore,"Asia Pacific, High Income",,,1,High income,1,56.64354,53.60246,60.00664
2000,13.38,13.65,13.92,SGP,Singapore,"Asia Pacific, High Income",,,1,High income,1,50.12533,47.11129,53.1716
2005,9.97,10.2,10.44,SGP,Singapore,"Asia Pacific, High Income",,,1,High income,1,49.47501,46.55802,52.38354
2010,12.23,12.49,12.74,SGP,Singapore,"Asia Pacific, High Income",,,1,High income,1,52.30631,49.39106,55.34481
2013,16.33,16.68,17,SGP,Singapore,"Asia Pacific, High Income",,,1,High income,1,51.93664,48.87225,55.05858
1990,3.95,4.12,4.3,SLB,Solomon Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.68674,26.99739,30.44642
1995,3.9,4.08,4.26,SLB,Solomon Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.2611,26.48974,29.76431
2000,3.9,4.07,4.26,SLB,Solomon Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.08317,26.45636,29.73401
2005,4.35,4.53,4.72,SLB,Solomon Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.0646,26.47318,29.5977
2010,4.46,4.64,4.84,SLB,Solomon Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.20575,26.49264,29.85038
2013,4.36,4.54,4.73,SLB,Solomon Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.17659,26.43191,29.81572
1990,23.07,23.68,24.33,SLE,Sierra Leone,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,56.9822,53.64353,60.08698
1995,23.12,23.72,24.38,SLE,Sierra Leone,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,57.53061,54.364,61.03789
2000,23.16,23.77,24.42,SLE,Sierra Leone,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,58.03962,54.8993,61.52979
2005,21.81,22.36,22.95,SLE,Sierra Leone,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,57.95994,54.48255,61.68279
2010,19.51,19.95,20.41,SLE,Sierra Leone,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,57.87519,54.42962,61.31515
2013,23.28,23.91,24.58,SLE,Sierra Leone,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,58.0503,54.76986,61.48804
1990,10.5,10.73,10.96,SLV,El Salvador,"Latin America, Central",,,12,Latin America and Caribbean ,5,53.0215,49.76343,55.9441
1995,11.28,11.52,11.76,SLV,El Salvador,"Latin America, Central",,,12,Latin America and Caribbean ,5,54.74366,51.24516,58.14363
2000,11.88,12.12,12.37,SLV,El Salvador,"Latin America, Central",,,12,Latin America and Caribbean ,5,55.98978,52.67812,59.2207
2005,13.19,13.46,13.73,SLV,El Salvador,"Latin America, Central",,,12,Latin America and Caribbean ,5,56.49829,53.08776,59.7104
2010,12.24,12.5,12.75,SLV,El Salvador,"Latin America, Central",,,12,Latin America and Caribbean ,5,56.4974,53.26579,59.71801
2013,12.66,12.92,13.17,SLV,El Salvador,"Latin America, Central",,,12,Latin America and Caribbean ,5,56.97436,53.42194,60.42802
1990,10.06,10.27,10.48,SOM,Somalia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,40.24233,37.81659,42.69952
1995,9.61,9.81,10.02,SOM,Somalia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,40.1018,37.65758,42.53431
2000,9.21,9.41,9.61,SOM,Somalia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.90199,37.54792,42.20274
2005,8.4,8.59,8.79,SOM,Somalia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.66603,37.23554,42.05836
2010,8.85,9.04,9.25,SOM,Somalia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.66021,37.17438,41.85739
2013,10.17,10.38,10.6,SOM,Somalia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.45642,37.0959,41.61141
1990,25.71,26.45,27.25,SRB,Serbia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,63.83257,60.4434,67.79797
1995,21.5,22.04,22.6,SRB,Serbia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,63.57489,59.72515,67.34883
2000,18.82,19.24,19.67,SRB,Serbia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,63.12573,59.44907,66.76584
2005,18.83,19.24,19.67,SRB,Serbia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,62.68332,58.85091,66.23765
2010,17.26,17.63,17.99,SRB,Serbia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,62.11207,58.35461,66.09868
2013,15.45,15.78,16.08,SRB,Serbia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,61.89219,58.48922,65.45176
1990,14.65,14.95,15.25,SSD,South Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,65.39361,61.63711,69.32801
1995,14.63,14.93,15.23,SSD,South Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,65.28129,61.34275,69.30293
2000,14.62,14.92,15.21,SSD,South Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,65.18531,61.48621,69.11372
2005,15.29,15.61,15.91,SSD,South Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,64.77809,60.79788,68.57937
2010,15.04,15.34,15.65,SSD,South Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,64.50644,60.64204,68.30293
2013,15.99,16.33,16.64,SSD,South Sudan,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,64.28534,60.25737,68.14637
1990,8.27,8.49,8.72,STP,São Tomé and Príncipe,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,53.35734,50.0647,56.59425
1995,8.06,8.27,8.5,STP,São Tomé and Príncipe,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,53.63544,50.60413,56.7942
2000,8,8.21,8.44,STP,São Tomé and Príncipe,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,53.85843,50.90764,56.94676
2005,8.59,8.81,9.04,STP,São Tomé and Príncipe,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,53.93872,50.53355,57.08753
2010,7.34,7.55,7.78,STP,São Tomé and Príncipe,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.18766,50.82209,57.51458
2013,6.57,6.77,6.99,STP,São Tomé and Príncipe,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.36675,51.14334,57.58719
1990,8.51,8.73,8.96,SUR,Suriname,Caribbean,,,7,Latin America and Caribbean ,5,32.87816,31.02195,34.81563
1995,8.5,8.72,8.94,SUR,Suriname,Caribbean,,,7,Latin America and Caribbean ,5,32.97293,31.02515,34.9909
2000,8.53,8.75,8.98,SUR,Suriname,Caribbean,,,7,Latin America and Caribbean ,5,33.1576,31.17043,35.11308
2005,9.13,9.35,9.58,SUR,Suriname,Caribbean,,,7,Latin America and Caribbean ,5,33.40925,31.27072,35.39677
2010,8.91,9.13,9.36,SUR,Suriname,Caribbean,,,7,Latin America and Caribbean ,5,33.57078,31.50855,35.41191
2013,11.24,11.48,11.72,SUR,Suriname,Caribbean,,,7,Latin America and Caribbean ,5,33.64782,31.6303,35.63194
1990,30.37,31.36,32.47,SVK,Slovakia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,62.05592,58.32776,65.77625
1995,23.26,23.87,24.53,SVK,Slovakia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,61.55517,58.05972,65.18718
2000,18.43,18.83,19.24,SVK,Slovakia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,61.0564,57.27773,64.64216
2005,17.37,17.74,18.1,SVK,Slovakia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,60.67405,57.1539,64.21192
2010,15.97,16.31,16.62,SVK,Slovakia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,60.15573,56.52417,64.04168
2013,15.6,15.93,16.24,SVK,Slovakia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,60.04377,56.40319,63.59469
1990,24.76,25.44,26.18,SVN,Slovenia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,68.11911,64.16202,72.08691
1995,20.58,21.06,21.58,SVN,Slovenia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,67.36926,63.25183,71.33121
2000,17.57,17.95,18.32,SVN,Slovenia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,66.26635,62.36143,70.72327
2005,17.07,17.44,17.79,SVN,Slovenia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,65.26138,61.38113,69.32388
2010,15.56,15.88,16.19,SVN,Slovenia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,64.50446,60.54644,68.30867
2013,13.34,13.61,13.89,SVN,Slovenia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,64.08688,60.32874,67.90633
1990,11.42,11.66,11.89,SWE,Sweden,"Europe, Western",,,10,High income,1,46.75103,44.03692,49.36001
1995,9.7,9.92,10.14,SWE,Sweden,"Europe, Western",,,10,High income,1,46.74312,43.69317,49.58346
2000,8.47,8.68,8.9,SWE,Sweden,"Europe, Western",,,10,High income,1,46.52555,43.52789,49.49426
2005,8.56,8.78,9,SWE,Sweden,"Europe, Western",,,10,High income,1,46.32594,43.48602,49.12671
2010,7.74,7.95,8.17,SWE,Sweden,"Europe, Western",,,10,High income,1,46.21115,43.66769,48.92457
2013,7.11,7.32,7.53,SWE,Sweden,"Europe, Western",,,10,High income,1,46.14957,43.29178,48.72961
1990,8.97,9.19,9.42,SWZ,Swaziland,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,48.01922,45.06772,50.9235
1995,9.17,9.39,9.62,SWZ,Swaziland,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,48.40227,45.34667,51.18132
2000,9.37,9.59,9.82,SWZ,Swaziland,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,48.69239,45.98178,51.64703
2005,9.91,10.14,10.38,SWZ,Swaziland,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,49.3739,46.5874,52.40507
2010,10.07,10.3,10.53,SWZ,Swaziland,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,50.08366,47.0604,53.0196
2013,10.15,10.37,10.61,SWZ,Swaziland,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,50.45179,47.4683,53.5118
1990,6.21,6.42,6.64,SYC,Seychelles,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,33.34224,31.26822,35.31596
1995,6.21,6.42,6.64,SYC,Seychelles,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,33.10509,31.1053,35.12809
2000,6.22,6.43,6.65,SYC,Seychelles,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,33.07801,31.08353,34.99227
2005,6.26,6.46,6.68,SYC,Seychelles,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,33.34252,31.39729,35.33454
2010,6.27,6.47,6.69,SYC,Seychelles,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,33.75425,31.90253,35.76324
2013,6.3,6.51,6.72,SYC,Seychelles,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,33.89469,31.8612,35.80421
1990,24.06,24.71,25.41,SYR,Syria,North Africa / Middle East,,,15,North Africa / Middle East,2,68.50214,64.2517,72.6373
1995,23.53,24.15,24.83,SYR,Syria,North Africa / Middle East,,,15,North Africa / Middle East,2,69.56211,65.42688,73.68389
2000,23.79,24.42,25.11,SYR,Syria,North Africa / Middle East,,,15,North Africa / Middle East,2,70.39159,65.95856,74.52115
2005,23.01,23.61,24.25,SYR,Syria,North Africa / Middle East,,,15,North Africa / Middle East,2,70.32176,66.1318,74.35241
2010,24.5,25.17,25.89,SYR,Syria,North Africa / Middle East,,,15,North Africa / Middle East,2,70.29613,66.28643,74.6432
2013,22.94,23.53,24.17,SYR,Syria,North Africa / Middle East,,,15,North Africa / Middle East,2,70.415,66.37918,74.56732
1990,29.08,30.05,31.12,TCD,Chad,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,59.83168,56.13999,63.33339
1995,28.92,29.89,30.95,TCD,Chad,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,60.07008,56.51965,64.19212
2000,28.8,29.75,30.8,TCD,Chad,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,60.16822,56.68072,63.74646
2005,30.63,31.69,32.86,TCD,Chad,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,60.27545,56.52038,63.51452
2010,28.79,29.74,30.79,TCD,Chad,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,60.10907,56.57115,63.64529
2013,29.68,30.69,31.8,TCD,Chad,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,60.03782,56.7393,63.71152
1990,24.69,25.37,26.12,TGO,Togo,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,71.22038,67.04218,75.6719
1995,24.56,25.24,25.99,TGO,Togo,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,71.88179,67.84494,76.26923
2000,24.42,25.1,25.83,TGO,Togo,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,72.39316,68.19003,76.76664
2005,23.95,24.61,25.31,TGO,Togo,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,72.59383,68.08815,76.64135
2010,23.07,23.68,24.33,TGO,Togo,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,72.45042,68.12405,76.76828
2013,24.7,25.39,26.14,TGO,Togo,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,72.60658,68.30105,76.70216
1990,16.87,17.23,17.6,THA,Thailand,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,48.48427,45.67865,51.35639
1995,16.52,16.88,17.22,THA,Thailand,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,49.65512,46.7289,52.47335
2000,16.58,16.93,17.28,THA,Thailand,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,51.15728,48.29427,54.16867
2005,18.59,19.01,19.45,THA,Thailand,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,53.29342,50.13205,56.56892
2010,19.88,20.36,20.88,THA,Thailand,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,55.99522,52.83636,59.47099
2013,21.78,22.35,22.97,THA,Thailand,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,57.47974,54.16046,60.74855
1990,20.36,20.84,21.35,TJK,Tajikistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,64.63908,60.84549,68.72252
1995,17.81,18.19,18.57,TJK,Tajikistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,64.04831,60.42675,67.85742
2000,16.73,17.09,17.43,TJK,Tajikistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.55335,59.73354,67.64541
2005,17.16,17.53,17.88,TJK,Tajikistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.80861,59.87463,67.4743
2010,19.28,19.71,20.16,TJK,Tajikistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.86286,59.98089,67.37973
2013,19.18,19.61,20.06,TJK,Tajikistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.79343,60.04903,67.42378
1990,42.33,44.22,46.36,TKM,Turkmenistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,59.32822,55.86766,62.74387
1995,41.27,43.09,45.14,TKM,Turkmenistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,58.67201,55.12831,62.08109
2000,40.89,42.68,44.7,TKM,Turkmenistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,58.35072,55.08647,61.76583
2005,38.96,40.62,42.48,TKM,Turkmenistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,58.27821,54.68826,61.56279
2010,40.04,41.76,43.71,TKM,Turkmenistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,58.37113,54.9009,61.90456
2013,39.95,41.66,43.59,TKM,Turkmenistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,58.21837,54.82277,61.94361
1990,6.84,7.05,7.27,TLS,Timor-Leste,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,39.85371,37.39352,42.26722
1995,6.61,6.82,7.04,TLS,Timor-Leste,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,38.78512,36.56431,41.20889
2000,6.46,6.66,6.88,TLS,Timor-Leste,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,38.08843,35.78615,40.22987
2005,6.01,6.21,6.43,TLS,Timor-Leste,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,37.58747,35.26343,39.93677
2010,6.04,6.25,6.46,TLS,Timor-Leste,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,37.29744,34.97234,39.4938
2013,6,6.21,6.42,TLS,Timor-Leste,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,37.08224,34.78394,39.33205
1990,7.24,7.45,7.68,TON,Tonga,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
1995,7.22,7.43,7.65,TON,Tonga,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2000,7.2,7.41,7.64,TON,Tonga,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2005,7.18,7.4,7.62,TON,Tonga,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2010,7.23,7.44,7.67,TON,Tonga,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2013,7.21,7.42,7.64,TON,Tonga,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
1990,8.66,8.88,9.1,TTO,Trinidad and Tobago,Caribbean,,,7,Latin America and Caribbean ,5,38.43137,36.08487,40.73956
1995,8.63,8.85,9.07,TTO,Trinidad and Tobago,Caribbean,,,7,Latin America and Caribbean ,5,38.71695,36.48305,41.03598
2000,8.65,8.87,9.09,TTO,Trinidad and Tobago,Caribbean,,,7,Latin America and Caribbean ,5,38.95526,36.49875,41.25016
2005,8.59,8.81,9.03,TTO,Trinidad and Tobago,Caribbean,,,7,Latin America and Caribbean ,5,39.11536,36.73736,41.45415
2010,9.7,9.93,10.16,TTO,Trinidad and Tobago,Caribbean,,,7,Latin America and Caribbean ,5,39.23589,36.89241,41.48438
2013,8.95,9.17,9.39,TTO,Trinidad and Tobago,Caribbean,,,7,Latin America and Caribbean ,5,39.30593,37.11038,41.68695
1990,19.51,19.95,20.42,TUN,Tunisia,North Africa / Middle East,,,15,North Africa / Middle East,2,65.93462,61.9331,69.90224
1995,19.08,19.51,19.95,TUN,Tunisia,North Africa / Middle East,,,15,North Africa / Middle East,2,66.54113,62.43265,70.53413
2000,18.62,19.03,19.46,TUN,Tunisia,North Africa / Middle East,,,15,North Africa / Middle East,2,66.87086,63.23484,70.63411
2005,17.24,17.61,17.97,TUN,Tunisia,North Africa / Middle East,,,15,North Africa / Middle East,2,67.04916,62.918,70.93823
2010,17.17,17.54,17.89,TUN,Tunisia,North Africa / Middle East,,,15,North Africa / Middle East,2,67.26624,63.21967,71.04877
